source_id,target_id,source_kind,target_kind,relation,weight,evidence
PROP20,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: couples, coupling, equation, rotation"
PROP21,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: \\frac, equation, helicity, magnetic, relation"
PROP24,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, relation, terms"
PROP25,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, momentum, number, relation, required, rotation, terms"
PROP26,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, momentum, number, relation, required, rotation, terms"
PROP27,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP28,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, field, magnitude, order, relation, scaling, terms"
PROP29,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP30,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP34,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: field, magnetic, proof"
PROP39,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: angular, couples, equation, magnetic, momentum, proof, spin"
PROP42,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: helicity, mhd, proof"
PROP43,T20,Proposition,Theorem,result_to_result_overlap,1,"tokens: field, magnetic, proof"
D1431,T21,Definition,Theorem,semantic_overlap,2,"tokens: \\mathcal, \u2013, bar, but, can, clean, continuous, course"
D1430,T21,Definition,Theorem,semantic_overlap,2,"tokens: \\mathcal, \u30100\u2020l41, act, because, clean, could, couples, ead"
D5448,T21,Definition,Theorem,semantic_overlap,2,"tokens: breakthrough, equation, hamiltonian, marks, pivot, reasoning, toward, unified"
D2084,T21,Definition,Theorem,semantic_overlap,2,"tokens: \\mathcal, act, bar, but, clean, could, course, ead"
D2072,T21,Definition,Theorem,semantic_overlap,2,"tokens: \\mathcal, \u2013, \u30100\u2020l41, act, also, because, bench, but"
PROP6,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: \\mathcal, equation, marks, operator, pivot, reasoning, toward"
PROP17,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: couples, equation, hamiltonian, through"
PROP18,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: couples, equation, through"
PROP20,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: couples, equation, through"
PROP21,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: \\mathcal, equation, marks, operator, pivot, reasoning, toward"
PROP23,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: continuous, equation, fraction, our, quantum, through"
PROP24,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: continuous, equation, fraction, quantum, through"
PROP25,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: can, equation, quantum"
PROP26,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: can, equation, quantum"
PROP27,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: can, continuous, entanglement, equation"
PROP28,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, hamiltonian, quantum"
PROP29,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: can, continuous, entanglement, equation"
PROP30,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: can, continuous, entanglement, equation"
PROP39,T21,Proposition,Theorem,result_to_result_overlap,1,"tokens: couples, equation, proof"
D1395,T22,Definition,Theorem,semantic_overlap,2,"tokens: \text, equation, expressing, series, summation, terms, total"
D1839,T22,Definition,Theorem,semantic_overlap,2,"tokens: equation, expressing, terms"
D1877,T22,Definition,Theorem,semantic_overlap,2,"tokens: \text, equation, expressing, series, summation, terms, total"
D2788,T22,Definition,Theorem,semantic_overlap,2,"tokens: equation, expressing, terms"
D3521,T22,Definition,Theorem,semantic_overlap,2,"tokens: \text, classical, equation, expressing, quantum, terms, total"
L1,T22,Lemma,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, series, summation, terms"
L2,T22,Lemma,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, series, summation, terms"
L3,T22,Lemma,Theorem,result_to_result_overlap,1,"tokens: \text, equation, expressing, terms"
PROP1,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP3,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP4,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP6,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: appears, equation, expressing, terms"
PROP8,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, expressing, terms"
PROP9,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, light, total"
PROP10,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, light"
PROP11,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP13,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, quantum"
PROP14,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, total"
PROP16,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP23,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, arbitrary, classical, equation, quantum, total"
PROP24,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, classical, equation, expressing, quantum, terms, total"
PROP25,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, expressing, quantum, terms"
PROP26,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, expressing, quantum, terms"
PROP27,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: entanglement, equation, expressing, terms"
PROP28,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, quantum, terms"
PROP29,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: entanglement, equation, expressing, terms"
PROP30,T22,Proposition,Theorem,result_to_result_overlap,1,"tokens: entanglement, equation, expressing, terms"
D8011,T23,Definition,Theorem,semantic_overlap,2,"tokens: equation, expressing, magnitude, order, relation, scaling, terms"
D8016,T23,Definition,Theorem,semantic_overlap,2,"tokens: equation, expressing, magnitude, order, relation, scaling, terms"
D8010,T23,Definition,Theorem,semantic_overlap,2,"tokens: equation, expressing, magnitude, order, relation, scaling, terms"
D6782,T23,Definition,Theorem,semantic_overlap,2,"tokens: \approx, equation, expressing, magnitude, order, relation, scaling"
D5521,T23,Definition,Theorem,semantic_overlap,2,"tokens: \approx, equation, expressing, magnitude, order, relation, scaling, terms"
L1,T23,Lemma,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
L2,T23,Lemma,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
L3,T23,Lemma,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, magnitude, order, relation, scaling, terms"
PROP1,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP3,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP4,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP6,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, helicity, terms"
PROP7,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, geometric, order"
PROP8,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, order, relation, terms"
PROP9,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, geometric, relation, total"
PROP10,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, geometric, relation"
PROP11,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, relation, terms"
PROP12,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, helicity, relation, states"
PROP14,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, invariant, total"
PROP15,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, geometric, order"
PROP16,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, order, relation, terms"
PROP19,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, helicity, invariant"
PROP21,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, helicity, relation, states"
PROP23,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, relation, total"
PROP24,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, relation, terms, total"
PROP25,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, geometric, relation, terms"
PROP26,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, geometric, relation, terms"
PROP27,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, states, terms"
PROP28,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, geometric, magnitude, order, relation, scaling, terms"
PROP29,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, states, terms"
PROP30,T23,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, states, terms"
D1395,T24,Definition,Theorem,semantic_overlap,2,"tokens: \text, equation, expressing, series, summation, terms, total"
D1839,T24,Definition,Theorem,semantic_overlap,2,"tokens: equation, expressing, terms"
D1877,T24,Definition,Theorem,semantic_overlap,2,"tokens: \text, equation, expressing, series, summation, terms, total"
D2788,T24,Definition,Theorem,semantic_overlap,2,"tokens: equation, expressing, terms"
D3521,T24,Definition,Theorem,semantic_overlap,2,"tokens: \text, classical, equation, expressing, quantum, terms, total"
L1,T24,Lemma,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, series, summation, terms"
L2,T24,Lemma,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, series, summation, terms"
L3,T24,Lemma,Theorem,result_to_result_overlap,1,"tokens: \text, equation, expressing, terms"
PROP1,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP3,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP4,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP6,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: appears, equation, expressing, terms"
PROP8,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, expressing, terms"
PROP9,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, light, total"
PROP10,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, light"
PROP11,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP13,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, quantum"
PROP14,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, total"
PROP16,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP23,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, arbitrary, classical, equation, quantum, total"
PROP24,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, classical, equation, expressing, quantum, terms, total"
PROP25,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, expressing, quantum, terms"
PROP26,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: \text, equation, expressing, quantum, terms"
PROP27,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: entanglement, equation, expressing, terms"
PROP28,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, quantum, terms"
PROP29,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: entanglement, equation, expressing, terms"
PROP30,T24,Proposition,Theorem,result_to_result_overlap,1,"tokens: entanglement, equation, expressing, terms"
D8011,T25,Definition,Theorem,semantic_overlap,2,"tokens: equation, expressing, magnitude, order, relation, scaling, terms"
D8016,T25,Definition,Theorem,semantic_overlap,2,"tokens: equation, expressing, magnitude, order, relation, scaling, terms"
D8010,T25,Definition,Theorem,semantic_overlap,2,"tokens: equation, expressing, magnitude, order, relation, scaling, terms"
D6782,T25,Definition,Theorem,semantic_overlap,2,"tokens: \approx, equation, expressing, magnitude, order, relation, scaling"
D5521,T25,Definition,Theorem,semantic_overlap,2,"tokens: \approx, equation, expressing, magnitude, order, relation, scaling, terms"
L1,T25,Lemma,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
L2,T25,Lemma,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
L3,T25,Lemma,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, magnitude, order, relation, scaling, terms"
PROP1,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP3,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP4,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, terms"
PROP6,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, helicity, terms"
PROP7,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, geometric, order"
PROP8,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, order, relation, terms"
PROP9,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, geometric, relation, total"
PROP10,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, geometric, relation"
PROP11,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, relation, terms"
PROP12,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, helicity, relation, states"
PROP15,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, geometric, order"
PROP16,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, order, relation, terms"
PROP21,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, helicity, relation, states"
PROP23,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, relation, total"
PROP24,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, relation, terms, total"
PROP25,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, geometric, relation, terms"
PROP26,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, geometric, relation, terms"
PROP27,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, states, terms"
PROP28,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, geometric, magnitude, order, relation, scaling, terms"
PROP29,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, states, terms"
PROP30,T25,Proposition,Theorem,result_to_result_overlap,1,"tokens: equation, expressing, states, terms"
D3017,T26,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, 2\sigma, \begin, \box_, \emph, \end, \frac, \infty"
D3043,T26,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, 2\sigma, \begin, \box_, \emph, \end, \frac, \infty"
D5151,T26,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \left, \mathcal, \right, \sum_, equation"
D7929,T26,Definition,Theorem,semantic_overlap,2,"tokens: \phi, \sum_, equation, expressing, series, summation, terms"
D3484,T26,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \left, \right, \sum_, equation, expansion"
L1,T26,Lemma,Theorem,result_to_result_overlap,1,"tokens: \sum_, effective, equation, expressing, series, summation, terms"
L2,T26,Lemma,Theorem,result_to_result_overlap,1,"tokens: \sum_, effective, equation, expressing, series, summation, terms"
L3,T26,Lemma,Theorem,result_to_result_overlap,1,"tokens: \text, equation, expressing, terms"
PROP1,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, coupling, equation, expressing, resonance, terms"
PROP3,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, expressing, terms"
PROP4,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \phi, \times, equation, expressing, terms"
PROP5,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \sim, \text, equation"
PROP6,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \textbf, acoustic, appears, conserves, coupling, critical, equation, expressing"
PROP7,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \phi, \right"
PROP8,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \phi, \right"
PROP9,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \left, \right, \subsection, \text"
PROP10,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, \subsection, \text, each"
PROP11,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \phi, \times, equation, expressing, flux, magnetic"
PROP12,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \lambda_g, \left, \mathcal, \mu_0, \right, equation, helicity"
PROP13,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, \text, equation, system"
PROP14,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, coupling, equation"
PROP15,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \phi, \right"
PROP16,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \phi, \right"
PROP17,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mathcal, \text, \times, coupling"
PROP18,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mathcal, \text, \times, coupling"
PROP19,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \infty, \lambda_g, \left, \mathcal, \mu_0"
PROP20,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mathcal, \text, \times, coupling"
PROP21,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \frac, \lambda_g, \left, \mathcal, \mu_0, \right, equation"
PROP22,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \mathcal, \textbf, equation"
PROP23,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \mathcal, \text, equation, expansion, fields, system"
PROP24,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \mathcal, \subsection, \text, equation, expansion, expressing"
PROP25,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, \subsection, \text, can"
PROP26,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, \subsection, \text, can"
PROP27,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, can, equation, expressing, terms, then"
PROP28,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, \sim, effective, equation"
PROP29,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, can, equation, expressing, terms, then"
PROP30,T26,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, can, equation, expressing, terms, then"
D3017,T27,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, 2\sigma, \begin, \box_, \emph, \end, \frac, \infty"
D3043,T27,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, 2\sigma, \begin, \box_, \emph, \end, \frac, \infty"
D5151,T27,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \left, \mathcal, \right, \sum_, equation"
D7929,T27,Definition,Theorem,semantic_overlap,2,"tokens: \phi, \sum_, equation, expressing, series, summation, terms"
D3484,T27,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \left, \right, \sum_, equation, expansion"
L1,T27,Lemma,Theorem,result_to_result_overlap,1,"tokens: \sum_, effective, equation, expressing, series, summation, terms"
L2,T27,Lemma,Theorem,result_to_result_overlap,1,"tokens: \sum_, effective, equation, expressing, series, summation, terms"
L3,T27,Lemma,Theorem,result_to_result_overlap,1,"tokens: \text, equation, expressing, terms"
PROP1,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, coupling, equation, expressing, resonance, terms"
PROP3,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation, expressing, terms"
PROP4,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \phi, \times, equation, expressing, terms"
PROP5,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \sim, \text, equation"
PROP6,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \textbf, acoustic, appears, conserves, coupling, critical, equation, expressing"
PROP7,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \phi, \right"
PROP8,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \phi, \right"
PROP9,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \left, \right, \subsection, \text"
PROP10,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, \subsection, \text, each"
PROP11,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \phi, \times, equation, expressing, flux, magnetic"
PROP12,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \lambda_g, \left, \mathcal, \mu_0, \right, equation, helicity"
PROP13,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, \text, equation, system"
PROP14,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, coupling, equation"
PROP15,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \phi, \right"
PROP16,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \phi, \right"
PROP17,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mathcal, \text, \times, coupling"
PROP18,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mathcal, \text, \times, coupling"
PROP19,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \infty, \lambda_g, \left, \mathcal, \mu_0"
PROP20,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \mathcal, \text, \times, coupling"
PROP21,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \frac, \lambda_g, \left, \mathcal, \mu_0, \right, equation"
PROP22,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \mathcal, \textbf, equation"
PROP23,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \mathcal, \text, equation, expansion, fields, system"
PROP24,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \mathcal, \subsection, \text, equation, expansion, expressing"
PROP25,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, \subsection, \text, can"
PROP26,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, \subsection, \text, can"
PROP27,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, can, equation, expressing, terms, then"
PROP28,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, \sim, effective, equation"
PROP29,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, can, equation, expressing, terms, then"
PROP30,T27,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, can, equation, expressing, terms, then"
D3017,T28,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, 2\sigma, \begin, \box_, \emph, \end, \frac, \infty"
D3043,T28,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, 2\sigma, \begin, \box_, \emph, \end, \frac, \infty"
D3577,T28,Definition,Theorem,semantic_overlap,2,"tokens: 2\pi, \begin, \end, \frac, \left, \omega_, \right, \text"
D3480,T28,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \in, \left, \right, \sum_, equation"
D3582,T28,Definition,Theorem,semantic_overlap,2,"tokens: \begin, \end, \frac, \mathbb, \mu\nu, \text, acoustic, effective"
L1,T28,Lemma,Theorem,result_to_result_overlap,1,"tokens: \sum_, effective, equation"
L2,T28,Lemma,Theorem,result_to_result_overlap,1,"tokens: \sum_, effective, equation"
PROP1,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \omega_, coupling, equation, resonance"
PROP3,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, equation"
PROP4,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \mathbb, \phi, \times, equation"
PROP5,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \omega_, \sim, \text, equation"
PROP6,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \textbf, acoustic, appears, coupling, critical, equation, field, fields"
PROP7,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \phi, \right"
PROP8,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \omega_, \phi"
PROP9,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \left, \right, \subsection, \text"
PROP10,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, \subsection, \text, each"
PROP11,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \mathbb, \phi, \times, equation, flux, magnetic"
PROP12,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \frac, \left, \right, equation, magnetic"
PROP13,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \right, \text, equation"
PROP14,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \text, coupling, equation, magneto"
PROP15,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \phi, \right"
PROP16,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \emph, \end, \frac, \left, \mu\nu, \omega_, \phi"
PROP17,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \omega_, \text, \times, coupling"
PROP18,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \omega_, \text, \times, coupling"
PROP19,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \infty, \left, \right, \sum_, \text"
PROP20,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \frac, \left, \omega_, \text, \times, coupling"
PROP21,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \frac, \left, \right, equation, fields, implication, magnetic"
PROP23,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \text, equation, expansion, fields, harmonic"
PROP24,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: \begin, \end, \subsection, \text, equation, expansion, fields, harmonic"
PROP25,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, \subsection, \text, can"
PROP26,T28,Proposition,Theorem,result_to_result_overlap,1,"tokens: 2\pi, \begin, \end, \frac, \right, \subsection, \text, can"
